year,region,type,price
2007,Florida,5BedroomOrMore,530875
2007,Florida,BottomTier,142158.33
2007,Florida,CondoCoop,204883.33
2007,Florida,MiddleTier,233425
2007,Florida,House,243600
2007,Florida,TopTier,423058.33
2007,Georgia,1bedroom,142808.33
2007,Georgia,2bedroom,115750
2007,Georgia,3bedroom,146866.67
2007,Georgia,4bedroom,247341.67
2007,Georgia,5BedroomOrMore,376775
2007,Georgia,BottomTier,94141.67
2007,Georgia,CondoCoop,162600
2007,Georgia,MiddleTier,156250
2007,Georgia,House,155933.33
2007,Georgia,TopTier,290508.33
2007,Hawaii,1bedroom,313283.33
2007,Hawaii,2bedroom,408358.33
2007,Hawaii,3bedroom,546125
2007,Hawaii,4bedroom,668533.33
2007,Hawaii,5BedroomOrMore,794083.33
2007,Hawaii,BottomTier,298858.33
2007,Hawaii,CondoCoop,375575
2007,Hawaii,MiddleTier,540166.67
2007,Hawaii,House,623108.33
2007,Hawaii,TopTier,848325
2007,Idaho,1bedroom,132116.67
2007,Idaho,2bedroom,144841.67
2007,Idaho,3bedroom,187833.33
2007,Idaho,4bedroom,240858.33
2007,Idaho,5BedroomOrMore,300941.67
2007,Idaho,BottomTier,133375
2007,Idaho,CondoCoop,168133.33
2007,Idaho,MiddleTier,193866.67
2007,Idaho,House,194600
2007,Idaho,TopTier,325750
2007,Illinois,1bedroom,168841.67
2007,Illinois,2bedroom,165700
2007,Illinois,3bedroom,186133.33
2007,Illinois,4bedroom,311300
2007,Illinois,5BedroomOrMore,415308.33
2007,Illinois,BottomTier,98683.33
2007,Illinois,CondoCoop,206850
2007,Illinois,MiddleTier,202433.33
2007,Illinois,House,200475
2007,Illinois,TopTier,369466.67
2007,Indiana,1bedroom,65691.67
2007,Indiana,2bedroom,77833.33
2007,Indiana,3bedroom,120241.67
2007,Indiana,4bedroom,171175
2007,Indiana,5BedroomOrMore,197350
2007,Indiana,BottomTier,69383.33
2007,Indiana,CondoCoop,125075
2007,Indiana,MiddleTier,117016.67
2007,Indiana,House,116591.67
2007,Indiana,TopTier,196033.33
2007,Iowa,1bedroom,78175
2007,Iowa,2bedroom,87700
2007,Iowa,3bedroom,117725
2007,Iowa,4bedroom,137558.33
2007,Iowa,5BedroomOrMore,NaN
2007,Iowa,BottomTier,67183.33
2007,Iowa,CondoCoop,119558.33
2007,Iowa,MiddleTier,91341.67
2007,Iowa,House,89916.67
2007,Iowa,TopTier,164850
2007,Kansas,1bedroom,NaN
2007,Kansas,2bedroom,NaN
2007,Kansas,3bedroom,94058.33
2007,Kansas,4bedroom,NaN
2007,Kansas,5BedroomOrMore,NaN
2007,Kansas,BottomTier,NaN
2007,Kansas,CondoCoop,102966.67
2007,Kansas,MiddleTier,NaN
2007,Kansas,House,NaN
2007,Kansas,TopTier,NaN
2007,Kentucky,1bedroom,76733.33
2007,Kentucky,2bedroom,95083.33
2007,Kentucky,3bedroom,121908.33
2007,Kentucky,4bedroom,196208.33
2007,Kentucky,5BedroomOrMore,229375
2007,Kentucky,BottomTier,67083.33
2007,Kentucky,CondoCoop,118125
2007,Kentucky,MiddleTier,116083.33
2007,Kentucky,House,115825
2007,Kentucky,TopTier,205250
2007,Louisiana,1bedroom,NaN
2007,Louisiana,2bedroom,NaN
2007,Louisiana,3bedroom,149375
2007,Louisiana,4bedroom,NaN
2007,Louisiana,5BedroomOrMore,342991.67
2007,Louisiana,BottomTier,71033.33
2007,Louisiana,CondoCoop,NaN
2007,Louisiana,MiddleTier,NaN
2007,Louisiana,House,NaN
2007,Louisiana,TopTier,205133.33
2007,Maine,1bedroom,173216.67
2007,Maine,2bedroom,196016.67
2007,Maine,3bedroom,224283.33
2007,Maine,4bedroom,277783.33
2007,Maine,5BedroomOrMore,349658.33
2007,Maine,BottomTier,129841.67
2007,Maine,CondoCoop,211700
2007,Maine,MiddleTier,212433.33
2007,Maine,House,212416.67
2007,Maine,TopTier,370316.67
2007,Maryland,1bedroom,209991.67
2007,Maryland,2bedroom,238066.67
2007,Maryland,3bedroom,296933.33
2007,Maryland,4bedroom,435283.33
2007,Maryland,5BedroomOrMore,598708.33
2007,Maryland,BottomTier,182958.33
2007,Maryland,CondoCoop,281458.33
2007,Maryland,MiddleTier,319183.33
2007,Maryland,House,332266.67
2007,Maryland,TopTier,536158.33
2007,Massachusetts,1bedroom,222133.33
2007,Massachusetts,2bedroom,269383.33
2007,Massachusetts,3bedroom,327700
2007,Massachusetts,4bedroom,454691.67
2007,Massachusetts,5BedroomOrMore,612608.33
2007,Massachusetts,BottomTier,221125
2007,Massachusetts,CondoCoop,268941.67
2007,Massachusetts,MiddleTier,333308.33
2007,Massachusetts,House,345175
2007,Massachusetts,TopTier,545141.67
2007,Michigan,1bedroom,98200
2007,Michigan,2bedroom,114275
2007,Michigan,3bedroom,147900
2007,Michigan,4bedroom,244133.33
2007,Michigan,5BedroomOrMore,253225
2007,Michigan,BottomTier,77783.33
2007,Michigan,CondoCoop,160458.33
2007,Michigan,MiddleTier,133508.33
2007,Michigan,House,131583.33
2007,Michigan,TopTier,232291.67
2007,Minnesota,1bedroom,141250
2007,Minnesota,2bedroom,177975
2007,Minnesota,3bedroom,214500
2007,Minnesota,4bedroom,268041.67
2007,Minnesota,5BedroomOrMore,345650
2007,Minnesota,BottomTier,126e3
2007,Minnesota,CondoCoop,182466.67
2007,Minnesota,MiddleTier,204550
2007,Minnesota,House,207891.67
2007,Minnesota,TopTier,333e3
2007,Mississippi,1bedroom,NaN
2007,Mississippi,2bedroom,NaN
2007,Mississippi,3bedroom,101791.67
2007,Mississippi,4bedroom,175375
2007,Mississippi,5BedroomOrMore,181800
2007,Mississippi,BottomTier,55925
2007,Mississippi,CondoCoop,NaN
2007,Mississippi,MiddleTier,96141.67
2007,Mississippi,House,96108.33
2007,Mississippi,TopTier,170191.67
2007,Missouri,1bedroom,93850
2007,Missouri,2bedroom,113941.67
2007,Missouri,3bedroom,158525
2007,Missouri,4bedroom,262033.33
2007,Missouri,5BedroomOrMore,332333.33
2007,Missouri,BottomTier,93166.67
2007,Missouri,CondoCoop,142125
2007,Missouri,MiddleTier,151375
2007,Missouri,House,152133.33
2007,Missouri,TopTier,257391.67
2007,Montana,1bedroom,110250
2007,Montana,2bedroom,134158.33
2007,Montana,3bedroom,178775
2007,Montana,4bedroom,195816.67
2007,Montana,5BedroomOrMore,228608.33
2007,Montana,BottomTier,112900
2007,Montana,CondoCoop,155850
2007,Montana,MiddleTier,168983.33
2007,Montana,House,170583.33
2007,Montana,TopTier,263341.67
2007,Nebraska,1bedroom,82758.33
2007,Nebraska,2bedroom,94058.33
2007,Nebraska,3bedroom,130075
2007,Nebraska,4bedroom,187808.33
2007,Nebraska,5BedroomOrMore,163083.33
2007,Nebraska,BottomTier,74633.33
2007,Nebraska,CondoCoop,125216.67
2007,Nebraska,MiddleTier,125141.67
2007,Nebraska,House,125133.33
2007,Nebraska,TopTier,198550
2007,Nevada,1bedroom,NaN
2007,Nevada,2bedroom,216458.33
2007,Nevada,3bedroom,276200
2007,Nevada,4bedroom,354475
2007,Nevada,5BedroomOrMore,489675
2007,Nevada,BottomTier,209941.67
2007,Nevada,CondoCoop,200016.67
2007,Nevada,MiddleTier,287e3
2007,Nevada,House,306250
2007,Nevada,TopTier,446908.33
2007,NewHampshire,1bedroom,138716.67
2007,NewHampshire,2bedroom,200658.33
2007,NewHampshire,3bedroom,261116.67
2007,NewHampshire,4bedroom,335575
2007,NewHampshire,5BedroomOrMore,379466.67
2007,NewHampshire,BottomTier,166625
2007,NewHampshire,CondoCoop,196716.67
2007,NewHampshire,MiddleTier,246016.67
2007,NewHampshire,House,259625
2007,NewHampshire,TopTier,373541.67
2007,NewJersey,1bedroom,242266.67
2007,NewJersey,2bedroom,273275
2007,NewJersey,3bedroom,331400
2007,NewJersey,4bedroom,452633.33
2007,NewJersey,5BedroomOrMore,595158.33
2007,NewJersey,BottomTier,219741.67
2007,NewJersey,CondoCoop,273825
2007,NewJersey,MiddleTier,358900
2007,NewJersey,House,364216.67
2007,NewJersey,TopTier,579225
2007,NewMexico,1bedroom,NaN
2007,NewMexico,2bedroom,138341.67
2007,NewMexico,3bedroom,174841.67
2007,NewMexico,4bedroom,245750
2007,NewMexico,5BedroomOrMore,327716.67
2007,NewMexico,BottomTier,127016.67
2007,NewMexico,CondoCoop,NaN
2007,NewMexico,MiddleTier,190700
2007,NewMexico,House,191208.33
2007,NewMexico,TopTier,322625
2007,NewYork,1bedroom,171616.67
2007,NewYork,2bedroom,129641.67
2007,NewYork,3bedroom,151341.67
2007,NewYork,4bedroom,256300
2007,NewYork,5BedroomOrMore,414066.67
2007,NewYork,BottomTier,102633.33
2007,NewYork,CondoCoop,443291.67
2007,NewYork,MiddleTier,332940
2007,NewYork,House,315620
2007,NewYork,TopTier,618900
2007,NorthCarolina,1bedroom,111025
2007,NorthCarolina,2bedroom,100558.33
2007,NorthCarolina,3bedroom,147266.67
2007,NorthCarolina,4bedroom,260950
2007,NorthCarolina,5BedroomOrMore,332841.67
2007,NorthCarolina,BottomTier,82183.33
2007,NorthCarolina,CondoCoop,141991.67
2007,NorthCarolina,MiddleTier,149458.33
2007,NorthCarolina,House,149950
2007,NorthCarolina,TopTier,295025
2007,NorthDakota,1bedroom,NaN
2007,NorthDakota,2bedroom,112758.33
2007,NorthDakota,3bedroom,NaN
2007,NorthDakota,4bedroom,169366.67
2007,NorthDakota,5BedroomOrMore,NaN
2007,NorthDakota,BottomTier,82466.67
2007,NorthDakota,CondoCoop,108275
2007,NorthDakota,MiddleTier,130275
2007,NorthDakota,House,133200
2007,NorthDakota,TopTier,198216.67
2007,Ohio,1bedroom,70166.67
2007,Ohio,2bedroom,88341.67
2007,Ohio,3bedroom,123658.33
2007,Ohio,4bedroom,194733.33
2007,Ohio,5BedroomOrMore,217483.33
2007,Ohio,BottomTier,74883.33
2007,Ohio,CondoCoop,116641.67
2007,Ohio,MiddleTier,124491.67
2007,Ohio,House,125083.33
2007,Ohio,TopTier,213858.33
2007,Oklahoma,1bedroom,40350
2007,Oklahoma,2bedroom,46983.33
2007,Oklahoma,3bedroom,90100
2007,Oklahoma,4bedroom,163900
2007,Oklahoma,5BedroomOrMore,192108.33
2007,Oklahoma,BottomTier,44416.67
2007,Oklahoma,CondoCoop,63866.67
2007,Oklahoma,MiddleTier,85108.33
2007,Oklahoma,House,85441.67
2007,Oklahoma,TopTier,160016.67
2007,Oregon,1bedroom,191333.33
2007,Oregon,2bedroom,212683.33
2007,Oregon,3bedroom,258866.67
2007,Oregon,4bedroom,346858.33
2007,Oregon,5BedroomOrMore,396550
2007,Oregon,BottomTier,175491.67
2007,Oregon,CondoCoop,230925
2007,Oregon,MiddleTier,263891.67
2007,Oregon,House,265425
2007,Oregon,TopTier,430241.67
2007,Pennsylvania,1bedroom,113550
2007,Pennsylvania,2bedroom,120275
2007,Pennsylvania,3bedroom,154333.33
2007,Pennsylvania,4bedroom,285525
2007,Pennsylvania,5BedroomOrMore,285941.67
2007,Pennsylvania,BottomTier,75333.33
2007,Pennsylvania,CondoCoop,118766.67
2007,Pennsylvania,MiddleTier,152991.67
2007,Pennsylvania,House,159791.67
2007,Pennsylvania,TopTier,294816.67
2007,RhodeIsland,1bedroom,198075
2007,RhodeIsland,2bedroom,236925
2007,RhodeIsland,3bedroom,280041.67
2007,RhodeIsland,4bedroom,383683.33
2007,RhodeIsland,5BedroomOrMore,517141.67
2007,RhodeIsland,BottomTier,211016.67
2007,RhodeIsland,CondoCoop,231583.33
2007,RhodeIsland,MiddleTier,278375
2007,RhodeIsland,House,282808.33
2007,RhodeIsland,TopTier,449783.33
2007,SouthCarolina,1bedroom,142500
2007,SouthCarolina,2bedroom,113491.67
2007,SouthCarolina,3bedroom,146608.33
2007,SouthCarolina,4bedroom,236841.67
2007,SouthCarolina,5BedroomOrMore,NaN
2007,SouthCarolina,BottomTier,69450
2007,SouthCarolina,CondoCoop,190333.33
2007,SouthCarolina,MiddleTier,136991.67
2007,SouthCarolina,House,131583.33
2007,SouthCarolina,TopTier,280516.67
2007,SouthDakota,1bedroom,81458.33
2007,SouthDakota,2bedroom,118608.33
2007,SouthDakota,3bedroom,139183.33
2007,SouthDakota,4bedroom,162575
2007,SouthDakota,5BedroomOrMore,215525
2007,SouthDakota,BottomTier,95966.67
2007,SouthDakota,CondoCoop,140041.67
2007,SouthDakota,MiddleTier,138733.33
2007,SouthDakota,House,138683.33
2007,SouthDakota,TopTier,219758.33
2007,Tennessee,1bedroom,106566.67
2007,Tennessee,2bedroom,87866.67
2007,Tennessee,3bedroom,134383.33
2007,Tennessee,4bedroom,233616.67
2007,Tennessee,5BedroomOrMore,350900
2007,Tennessee,BottomTier,60741.67
2007,Tennessee,CondoCoop,146533.33
2007,Tennessee,MiddleTier,120316.67
2007,Tennessee,House,118733.33
2007,Tennessee,TopTier,233725
2007,Texas,1bedroom,NaN
2007,Texas,2bedroom,NaN
2007,Texas,3bedroom,125975
2007,Texas,4bedroom,198625
2007,Texas,5BedroomOrMore,NaN
2007,Texas,BottomTier,NaN
2007,Texas,CondoCoop,NaN
2007,Texas,MiddleTier,132641.67
2007,Texas,House,133425
2007,Texas,TopTier,234733.33
2007,Utah,1bedroom,NaN
2007,Utah,2bedroom,180483.33
2007,Utah,3bedroom,236475
2007,Utah,4bedroom,275875
2007,Utah,5BedroomOrMore,359583.33
2007,Utah,BottomTier,172900
2007,Utah,CondoCoop,208966.67
2007,Utah,MiddleTier,248133.33
2007,Utah,House,256083.33
2007,Utah,TopTier,420416.67
2007,Vermont,1bedroom,171625
2007,Vermont,2bedroom,195675
2007,Vermont,3bedroom,232350
2007,Vermont,4bedroom,287216.67
2007,Vermont,5BedroomOrMore,323458.33
2007,Vermont,BottomTier,NaN
2007,Vermont,CondoCoop,186191.67
2007,Vermont,MiddleTier,216941.67
2007,Vermont,House,218758.33
2007,Vermont,TopTier,318808.33
2007,Virginia,1bedroom,233258.33
2007,Virginia,2bedroom,194275
2007,Virginia,3bedroom,237125
2007,Virginia,4bedroom,400191.67
2007,Virginia,5BedroomOrMore,564791.67
2007,Virginia,BottomTier,140925
2007,Virginia,CondoCoop,319883.33
2007,Virginia,MiddleTier,265125
2007,Virginia,House,249666.67
2007,Virginia,TopTier,508625
2007,Washington,1bedroom,219975
2007,Washington,2bedroom,248775
2007,Washington,3bedroom,302850
2007,Washington,4bedroom,402625
2007,Washington,5BedroomOrMore,475366.67
2007,Washington,BottomTier,175283.33
2007,Washington,CondoCoop,266875
2007,Washington,MiddleTier,301333.33
2007,Washington,House,305691.67
2007,Washington,TopTier,515775
2007,WestVirginia,1bedroom,NaN
2007,WestVirginia,2bedroom,NaN
2007,WestVirginia,3bedroom,81816.67
2007,WestVirginia,4bedroom,118175
2007,WestVirginia,5BedroomOrMore,124658.33
2007,WestVirginia,BottomTier,38975
2007,WestVirginia,CondoCoop,115783.33
2007,WestVirginia,MiddleTier,61583.33
2007,WestVirginia,House,61350
2007,WestVirginia,TopTier,143858.33
2007,Wisconsin,1bedroom,120708.33
2007,Wisconsin,2bedroom,132575
2007,Wisconsin,3bedroom,166166.67
2007,Wisconsin,4bedroom,208891.67
2007,Wisconsin,5BedroomOrMore,244533.33
2007,Wisconsin,BottomTier,98075
2007,Wisconsin,CondoCoop,156691.67
2007,Wisconsin,MiddleTier,158208.33
2007,Wisconsin,House,158458.33
2007,Wisconsin,TopTier,262758.33
2007,Wyoming,1bedroom,NaN
2007,Wyoming,2bedroom,NaN
2007,Wyoming,3bedroom,NaN
2007,Wyoming,4bedroom,218108.33
2007,Wyoming,5BedroomOrMore,NaN
2007,Wyoming,BottomTier,141525
2007,Wyoming,CondoCoop,164408.33
2007,Wyoming,MiddleTier,184391.67
2007,Wyoming,House,185350
2007,Wyoming,TopTier,NaN
2008,Alabama,1bedroom,101125
2008,Alabama,2bedroom,79316.67
2008,Alabama,3bedroom,132816.67
2008,Alabama,4bedroom,245541.67
2008,Alabama,5BedroomOrMore,349900
2008,Alabama,BottomTier,67741.67
2008,Alabama,CondoCoop,156041.67
2008,Alabama,MiddleTier,129241.67
2008,Alabama,House,128616.67
2008,Alabama,TopTier,231941.67
2008,Alaska,1bedroom,148808.33
2008,Alaska,2bedroom,194658.33
2008,Alaska,3bedroom,280133.33
2008,Alaska,4bedroom,361716.67
2008,Alaska,5BedroomOrMore,459616.67
2008,Alaska,BottomTier,189941.67
2008,Alaska,CondoCoop,193750
2008,Alaska,MiddleTier,273175
2008,Alaska,House,285450
2008,Alaska,TopTier,395900
2008,Arizona,1bedroom,131541.67
2008,Arizona,2bedroom,184516.67
2008,Arizona,3bedroom,207808.33
2008,Arizona,4bedroom,271316.67
2008,Arizona,5BedroomOrMore,410883.33
2008,Arizona,BottomTier,145316.67
2008,Arizona,CondoCoop,162950
2008,Arizona,MiddleTier,212675
2008,Arizona,House,220341.67
2008,Arizona,TopTier,374883.33
2008,Arkansas,1bedroom,84675
2008,Arkansas,2bedroom,91333.33
2008,Arkansas,3bedroom,129916.67
2008,Arkansas,4bedroom,220191.67
2008,Arkansas,5BedroomOrMore,338758.33
2008,Arkansas,BottomTier,59025
2008,Arkansas,CondoCoop,135191.67
2008,Arkansas,MiddleTier,105091.67
2008,Arkansas,House,105e3
2008,Arkansas,TopTier,186450
2008,California,1bedroom,279500
2008,California,2bedroom,344641.67
2008,California,3bedroom,395008.33
2008,California,4bedroom,500550
2008,California,5BedroomOrMore,664525
2008,California,BottomTier,242616.67
2008,California,CondoCoop,368791.67
2008,California,MiddleTier,416008.33
2008,California,House,425650
2008,California,TopTier,728566.67
2008,Colorado,1bedroom,139266.67
2008,Colorado,2bedroom,164600
2008,Colorado,3bedroom,217166.67
2008,Colorado,4bedroom,303083.33
2008,Colorado,5BedroomOrMore,378150
2008,Colorado,BottomTier,136875
2008,Colorado,CondoCoop,160716.67
2008,Colorado,MiddleTier,220691.67
2008,Colorado,House,229791.67
2008,Colorado,TopTier,401750
2008,Connecticut,1bedroom,152791.67
2008,Connecticut,2bedroom,206616.67
2008,Connecticut,3bedroom,269041.67
2008,Connecticut,4bedroom,400825
2008,Connecticut,5BedroomOrMore,673083.33
2008,Connecticut,BottomTier,179583.33
2008,Connecticut,CondoCoop,193100
2008,Connecticut,MiddleTier,275650
2008,Connecticut,House,292950
2008,Connecticut,TopTier,504383.33
2008,Delaware,1bedroom,142891.67
2008,Delaware,2bedroom,171575
2008,Delaware,3bedroom,214933.33
2008,Delaware,4bedroom,324725
2008,Delaware,5BedroomOrMore,390841.67
2008,Delaware,BottomTier,148933.33
2008,Delaware,CondoCoop,NaN
2008,Delaware,MiddleTier,224108.33
2008,Delaware,House,223158.33
2008,Delaware,TopTier,359133.33
2008,DistrictofColumbia,1bedroom,320025
2008,DistrictofColumbia,2bedroom,382891.67
2008,DistrictofColumbia,3bedroom,368166.67
2008,DistrictofColumbia,4bedroom,562950
2008,DistrictofColumbia,5BedroomOrMore,1128308.33
2008,DistrictofColumbia,BottomTier,244941.67
2008,DistrictofColumbia,CondoCoop,366091.67
2008,DistrictofColumbia,MiddleTier,373800
2008,DistrictofColumbia,House,396408.33
2008,DistrictofColumbia,TopTier,725991.67
2008,Florida,1bedroom,118350
2008,Florida,2bedroom,147925
2008,Florida,3bedroom,195108.33
2008,Florida,4bedroom,287758.33
2008,Florida,5BedroomOrMore,447600
2008,Florida,BottomTier,115600
2008,Florida,CondoCoop,164041.67
2008,Florida,MiddleTier,191583.33
2008,Florida,House,201166.67
2008,Florida,TopTier,355125
2008,Georgia,1bedroom,135900
2008,Georgia,2bedroom,109583.33
2008,Georgia,3bedroom,140066.67
2008,Georgia,4bedroom,236908.33
2008,Georgia,5BedroomOrMore,359808.33
2008,Georgia,BottomTier,90550
2008,Georgia,CondoCoop,153916.67
2008,Georgia,MiddleTier,150491.67
2008,Georgia,House,150241.67
2008,Georgia,TopTier,281725
2008,Hawaii,1bedroom,300616.67
2008,Hawaii,2bedroom,387450
2008,Hawaii,3bedroom,514333.33
2008,Hawaii,4bedroom,646208.33
2008,Hawaii,5BedroomOrMore,775483.33
2008,Hawaii,BottomTier,279233.33
2008,Hawaii,CondoCoop,355541.67
2008,Hawaii,MiddleTier,507541.67
2008,Hawaii,House,595825
2008,Hawaii,TopTier,817183.33
2008,Idaho,1bedroom,135466.67
2008,Idaho,2bedroom,145458.33
2008,Idaho,3bedroom,181358.33
2008,Idaho,4bedroom,233025
2008,Idaho,5BedroomOrMore,290175
2008,Idaho,BottomTier,134416.67
2008,Idaho,CondoCoop,171466.67
2008,Idaho,MiddleTier,190175
2008,Idaho,House,190866.67
2008,Idaho,TopTier,319175
2008,Illinois,1bedroom,161133.33
2008,Illinois,2bedroom,156825
2008,Illinois,3bedroom,179758.33
2008,Illinois,4bedroom,293441.67
2008,Illinois,5BedroomOrMore,395325
2008,Illinois,BottomTier,98925
2008,Illinois,CondoCoop,200933.33
2008,Illinois,MiddleTier,193716.67
2008,Illinois,House,190991.67
2008,Illinois,TopTier,349200
2008,Indiana,1bedroom,65791.67
2008,Indiana,2bedroom,77233.33
2008,Indiana,3bedroom,120091.67
2008,Indiana,4bedroom,171008.33
2008,Indiana,5BedroomOrMore,197241.67
2008,Indiana,BottomTier,68300
2008,Indiana,CondoCoop,125425
2008,Indiana,MiddleTier,117083.33
2008,Indiana,House,116558.33
2008,Indiana,TopTier,197033.33
2008,Iowa,1bedroom,79300
2008,Iowa,2bedroom,89466.67
2008,Iowa,3bedroom,119350
2008,Iowa,4bedroom,141591.67
2008,Iowa,5BedroomOrMore,NaN
2008,Iowa,BottomTier,69583.33
2008,Iowa,CondoCoop,118633.33
2008,Iowa,MiddleTier,95333.33
2008,Iowa,House,94241.67
2008,Iowa,TopTier,168183.33
2008,Kansas,1bedroom,70620
2008,Kansas,2bedroom,77860
2008,Kansas,3bedroom,110041.67
2008,Kansas,4bedroom,NaN
2008,Kansas,5BedroomOrMore,NaN
2008,Kansas,BottomTier,71880
2008,Kansas,CondoCoop,113475
2008,Kansas,MiddleTier,111220
2008,Kansas,House,111160
2008,Kansas,TopTier,NaN
2008,Kentucky,1bedroom,76750
2008,Kentucky,2bedroom,95141.67
2008,Kentucky,3bedroom,121966.67
2008,Kentucky,4bedroom,196350
2008,Kentucky,5BedroomOrMore,230475
2008,Kentucky,BottomTier,67841.67
2008,Kentucky,CondoCoop,117933.33
2008,Kentucky,MiddleTier,116416.67
2008,Kentucky,House,116350
2008,Kentucky,TopTier,205800
2008,Louisiana,1bedroom,NaN
2008,Louisiana,2bedroom,NaN
2008,Louisiana,3bedroom,142925
2008,Louisiana,4bedroom,NaN
2008,Louisiana,5BedroomOrMore,308816.67
2008,Louisiana,BottomTier,72066.67
2008,Louisiana,CondoCoop,NaN
2008,Louisiana,MiddleTier,NaN
2008,Louisiana,House,NaN
2008,Louisiana,TopTier,203150
2008,Maine,1bedroom,164450
2008,Maine,2bedroom,187758.33
2008,Maine,3bedroom,215175
2008,Maine,4bedroom,269e3
2008,Maine,5BedroomOrMore,344900
2008,Maine,BottomTier,124733.33
2008,Maine,CondoCoop,203133.33
2008,Maine,MiddleTier,204991.67
2008,Maine,House,205033.33
2008,Maine,TopTier,357316.67
2008,Maryland,1bedroom,192850
2008,Maryland,2bedroom,219550
2008,Maryland,3bedroom,271900
2008,Maryland,4bedroom,391400
2008,Maryland,5BedroomOrMore,546850
2008,Maryland,BottomTier,172750
2008,Maryland,CondoCoop,253958.33
2008,Maryland,MiddleTier,290608.33
2008,Maryland,House,303466.67
2008,Maryland,TopTier,488608.33
2008,Massachusetts,1bedroom,210950
2008,Massachusetts,2bedroom,247841.67
2008,Massachusetts,3bedroom,304941.67
2008,Massachusetts,4bedroom,427608.33
2008,Massachusetts,5BedroomOrMore,587391.67
2008,Massachusetts,BottomTier,203391.67
2008,Massachusetts,CondoCoop,250583.33
2008,Massachusetts,MiddleTier,311758.33
2008,Massachusetts,House,322858.33
2008,Massachusetts,TopTier,521991.67
2008,Michigan,1bedroom,86666.67
2008,Michigan,2bedroom,98900
2008,Michigan,3bedroom,130166.67
2008,Michigan,4bedroom,214858.33
2008,Michigan,5BedroomOrMore,227491.67
2008,Michigan,BottomTier,70283.33
2008,Michigan,CondoCoop,142016.67
2008,Michigan,MiddleTier,119650
2008,Michigan,House,117825
2008,Michigan,TopTier,209091.67
2008,Minnesota,1bedroom,129433.33
2008,Minnesota,2bedroom,163708.33
2008,Minnesota,3bedroom,198641.67
2008,Minnesota,4bedroom,250583.33
2008,Minnesota,5BedroomOrMore,325050
2008,Minnesota,BottomTier,118891.67
2008,Minnesota,CondoCoop,168458.33
2008,Minnesota,MiddleTier,190250
2008,Minnesota,House,193650
2008,Minnesota,TopTier,314825
2008,Mississippi,1bedroom,NaN
2008,Mississippi,2bedroom,NaN
2008,Mississippi,3bedroom,108616.67
2008,Mississippi,4bedroom,185900
2008,Mississippi,5BedroomOrMore,196550
2008,Mississippi,BottomTier,58783.33
2008,Mississippi,CondoCoop,NaN
2008,Mississippi,MiddleTier,102783.33
2008,Mississippi,House,102741.67
2008,Mississippi,TopTier,178516.67
2008,Missouri,1bedroom,90741.67
2008,Missouri,2bedroom,108400
2008,Missouri,3bedroom,152883.33
2008,Missouri,4bedroom,254383.33
2008,Missouri,5BedroomOrMore,329133.33
2008,Missouri,BottomTier,91175
2008,Missouri,CondoCoop,137208.33
2008,Missouri,MiddleTier,147058.33
2008,Missouri,House,147858.33
2008,Missouri,TopTier,250516.67
2008,Montana,1bedroom,120966.67
2008,Montana,2bedroom,143658.33
2008,Montana,3bedroom,188858.33
2008,Montana,4bedroom,208591.67
2008,Montana,5BedroomOrMore,247291.67
2008,Montana,BottomTier,121800
2008,Montana,CondoCoop,162241.67
2008,Montana,MiddleTier,179325
2008,Montana,House,181300
2008,Montana,TopTier,278216.67
2008,Nebraska,1bedroom,81550
2008,Nebraska,2bedroom,92733.33
2008,Nebraska,3bedroom,127333.33
2008,Nebraska,4bedroom,183875
2008,Nebraska,5BedroomOrMore,163475
2008,Nebraska,BottomTier,74158.33
2008,Nebraska,CondoCoop,124966.67
2008,Nebraska,MiddleTier,123258.33
2008,Nebraska,House,122983.33
2008,Nebraska,TopTier,196716.67
2008,Nevada,1bedroom,NaN
2008,Nevada,2bedroom,174066.67
2008,Nevada,3bedroom,225508.33
2008,Nevada,4bedroom,290933.33
2008,Nevada,5BedroomOrMore,398041.67
2008,Nevada,BottomTier,169041.67
2008,Nevada,CondoCoop,161766.67
2008,Nevada,MiddleTier,236283.33
2008,Nevada,House,252183.33
2008,Nevada,TopTier,374e3
2008,NewHampshire,1bedroom,131975
2008,NewHampshire,2bedroom,187266.67
2008,NewHampshire,3bedroom,244725
2008,NewHampshire,4bedroom,315450
2008,NewHampshire,5BedroomOrMore,364025
2008,NewHampshire,BottomTier,156025
2008,NewHampshire,CondoCoop,184041.67
2008,NewHampshire,MiddleTier,229958.33
2008,NewHampshire,House,243333.33
2008,NewHampshire,TopTier,352691.67
2008,NewJersey,1bedroom,230633.33
2008,NewJersey,2bedroom,256908.33
2008,NewJersey,3bedroom,311350
2008,NewJersey,4bedroom,427958.33
2008,NewJersey,5BedroomOrMore,568541.67
2008,NewJersey,BottomTier,208391.67
2008,NewJersey,CondoCoop,260741.67
2008,NewJersey,MiddleTier,336291.67
2008,NewJersey,House,341158.33
2008,NewJersey,TopTier,550783.33
2008,NewMexico,1bedroom,NaN
2008,NewMexico,2bedroom,137533.33
2008,NewMexico,3bedroom,172108.33
2008,NewMexico,4bedroom,243408.33
2008,NewMexico,5BedroomOrMore,326458.33
2008,NewMexico,BottomTier,125808.33
2008,NewMexico,CondoCoop,NaN
2008,NewMexico,MiddleTier,188033.33
2008,NewMexico,House,188216.67
2008,NewMexico,TopTier,319691.67
