year,region,type,price
2001,NewMexico,2bedroom,102075
2001,NewMexico,3bedroom,127658.33
2001,NewMexico,4bedroom,167825
2001,NewMexico,5BedroomOrMore,219633.33
2001,NewMexico,BottomTier,101666.67
2001,NewMexico,CondoCoop,NaN
2001,NewMexico,MiddleTier,140200
2001,NewMexico,House,140500
2001,NewMexico,TopTier,206975
2001,NewYork,1bedroom,NaN
2001,NewYork,2bedroom,80175
2001,NewYork,3bedroom,96608.33
2001,NewYork,4bedroom,NaN
2001,NewYork,5BedroomOrMore,220991.67
2001,NewYork,BottomTier,72066.67
2001,NewYork,CondoCoop,NaN
2001,NewYork,MiddleTier,NaN
2001,NewYork,House,NaN
2001,NewYork,TopTier,NaN
2001,NorthCarolina,1bedroom,76733.33
2001,NorthCarolina,2bedroom,81158.33
2001,NorthCarolina,3bedroom,119450
2001,NorthCarolina,4bedroom,199641.67
2001,NorthCarolina,5BedroomOrMore,253108.33
2001,NorthCarolina,BottomTier,69608.33
2001,NorthCarolina,CondoCoop,113541.67
2001,NorthCarolina,MiddleTier,120250
2001,NorthCarolina,House,120800
2001,NorthCarolina,TopTier,215158.33
2001,Ohio,1bedroom,61900
2001,Ohio,2bedroom,79166.67
2001,Ohio,3bedroom,109741.67
2001,Ohio,4bedroom,170625
2001,Ohio,5BedroomOrMore,187683.33
2001,Ohio,BottomTier,66608.33
2001,Ohio,CondoCoop,101516.67
2001,Ohio,MiddleTier,110066.67
2001,Ohio,House,110758.33
2001,Ohio,TopTier,184058.33
2001,Oklahoma,1bedroom,35116.67
2001,Oklahoma,2bedroom,39525
2001,Oklahoma,3bedroom,73358.33
2001,Oklahoma,4bedroom,131250
2001,Oklahoma,5BedroomOrMore,154466.67
2001,Oklahoma,BottomTier,38983.33
2001,Oklahoma,CondoCoop,52241.67
2001,Oklahoma,MiddleTier,70425
2001,Oklahoma,House,70766.67
2001,Oklahoma,TopTier,129583.33
2001,Oregon,1bedroom,107241.67
2001,Oregon,2bedroom,121908.33
2001,Oregon,3bedroom,151991.67
2001,Oregon,4bedroom,200625
2001,Oregon,5BedroomOrMore,234341.67
2001,Oregon,BottomTier,105958.33
2001,Oregon,CondoCoop,138133.33
2001,Oregon,MiddleTier,153400
2001,Oregon,House,154233.33
2001,Oregon,TopTier,244525
2001,Pennsylvania,1bedroom,69116.67
2001,Pennsylvania,2bedroom,80066.67
2001,Pennsylvania,3bedroom,99708.33
2001,Pennsylvania,4bedroom,183166.67
2001,Pennsylvania,5BedroomOrMore,177041.67
2001,Pennsylvania,BottomTier,52725
2001,Pennsylvania,CondoCoop,59125
2001,Pennsylvania,MiddleTier,98550
2001,Pennsylvania,House,106183.33
2001,Pennsylvania,TopTier,183508.33
2001,RhodeIsland,1bedroom,105625
2001,RhodeIsland,2bedroom,131375
2001,RhodeIsland,3bedroom,156116.67
2001,RhodeIsland,4bedroom,222950
2001,RhodeIsland,5BedroomOrMore,294625
2001,RhodeIsland,BottomTier,111658.33
2001,RhodeIsland,CondoCoop,129741.67
2001,RhodeIsland,MiddleTier,154466.67
2001,RhodeIsland,House,156933.33
2001,RhodeIsland,TopTier,261750
2001,SouthCarolina,1bedroom,77933.33
2001,SouthCarolina,2bedroom,79866.67
2001,SouthCarolina,3bedroom,112975
2001,SouthCarolina,4bedroom,181033.33
2001,SouthCarolina,5BedroomOrMore,NaN
2001,SouthCarolina,BottomTier,56500
2001,SouthCarolina,CondoCoop,115633.33
2001,SouthCarolina,MiddleTier,102825
2001,SouthCarolina,House,101391.67
2001,SouthCarolina,TopTier,197650
2001,SouthDakota,1bedroom,67258.33
2001,SouthDakota,2bedroom,91516.67
2001,SouthDakota,3bedroom,111608.33
2001,SouthDakota,4bedroom,130016.67
2001,SouthDakota,5BedroomOrMore,166100
2001,SouthDakota,BottomTier,79225
2001,SouthDakota,CondoCoop,116966.67
2001,SouthDakota,MiddleTier,112383.33
2001,SouthDakota,House,112291.67
2001,SouthDakota,TopTier,168050
2001,Tennessee,1bedroom,69266.67
2001,Tennessee,2bedroom,68100
2001,Tennessee,3bedroom,105141.67
2001,Tennessee,4bedroom,182983.33
2001,Tennessee,5BedroomOrMore,266933.33
2001,Tennessee,BottomTier,49683.33
2001,Tennessee,CondoCoop,110675
2001,Tennessee,MiddleTier,90458.33
2001,Tennessee,House,89366.67
2001,Tennessee,TopTier,173225
2001,Texas,1bedroom,NaN
2001,Texas,2bedroom,NaN
2001,Texas,3bedroom,92741.67
2001,Texas,4bedroom,154458.33
2001,Texas,5BedroomOrMore,NaN
2001,Texas,BottomTier,NaN
2001,Texas,CondoCoop,NaN
2001,Texas,MiddleTier,98808.33
2001,Texas,House,99483.33
2001,Texas,TopTier,180066.67
2001,Utah,1bedroom,NaN
2001,Utah,2bedroom,127733.33
2001,Utah,3bedroom,157108.33
2001,Utah,4bedroom,175133.33
2001,Utah,5BedroomOrMore,216666.67
2001,Utah,BottomTier,125341.67
2001,Utah,CondoCoop,140041.67
2001,Utah,MiddleTier,163075
2001,Utah,House,167050
2001,Utah,TopTier,250333.33
2001,Vermont,1bedroom,104758.33
2001,Vermont,2bedroom,115583.33
2001,Vermont,3bedroom,136308.33
2001,Vermont,4bedroom,163166.67
2001,Vermont,5BedroomOrMore,179475
2001,Vermont,BottomTier,NaN
2001,Vermont,CondoCoop,121991.67
2001,Vermont,MiddleTier,NaN
2001,Vermont,House,NaN
2001,Vermont,TopTier,185591.67
2001,Virginia,1bedroom,96475
2001,Virginia,2bedroom,94375
2001,Virginia,3bedroom,127225
2001,Virginia,4bedroom,219575
2001,Virginia,5BedroomOrMore,313391.67
2001,Virginia,BottomTier,80125
2001,Virginia,CondoCoop,148908.33
2001,Virginia,MiddleTier,140033.33
2001,Virginia,House,138108.33
2001,Virginia,TopTier,279950
2001,Washington,1bedroom,127191.67
2001,Washington,2bedroom,143225
2001,Washington,3bedroom,177408.33
2001,Washington,4bedroom,238016.67
2001,Washington,5BedroomOrMore,275200
2001,Washington,BottomTier,108508.33
2001,Washington,CondoCoop,158716.67
2001,Washington,MiddleTier,176533.33
2001,Washington,House,178641.67
2001,Washington,TopTier,299216.67
2001,WestVirginia,1bedroom,NaN
2001,WestVirginia,2bedroom,NaN
2001,WestVirginia,3bedroom,64608.33
2001,WestVirginia,4bedroom,86708.33
2001,WestVirginia,5BedroomOrMore,96983.33
2001,WestVirginia,BottomTier,NaN
2001,WestVirginia,CondoCoop,75650
2001,WestVirginia,MiddleTier,49575
2001,WestVirginia,House,49333.33
2001,WestVirginia,TopTier,94900
2001,Wisconsin,1bedroom,90783.33
2001,Wisconsin,2bedroom,99333.33
2001,Wisconsin,3bedroom,125116.67
2001,Wisconsin,4bedroom,156175
2001,Wisconsin,5BedroomOrMore,178800
2001,Wisconsin,BottomTier,83700
2001,Wisconsin,CondoCoop,122441.67
2001,Wisconsin,MiddleTier,123833.33
2001,Wisconsin,House,124191.67
2001,Wisconsin,TopTier,194233.33
2001,Wyoming,1bedroom,NaN
2001,Wyoming,2bedroom,NaN
2001,Wyoming,3bedroom,NaN
2001,Wyoming,4bedroom,130383.33
2001,Wyoming,5BedroomOrMore,NaN
2001,Wyoming,BottomTier,84633.33
2001,Wyoming,CondoCoop,109675
2001,Wyoming,MiddleTier,118100
2001,Wyoming,House,118283.33
2001,Wyoming,TopTier,NaN
2002,Alabama,1bedroom,71733.33
2002,Alabama,2bedroom,60583.33
2002,Alabama,3bedroom,98883.33
2002,Alabama,4bedroom,182566.67
2002,Alabama,5BedroomOrMore,261925
2002,Alabama,BottomTier,51708.33
2002,Alabama,CondoCoop,119975
2002,Alabama,MiddleTier,96916.67
2002,Alabama,House,96241.67
2002,Alabama,TopTier,171241.67
2002,Alaska,1bedroom,100400
2002,Alaska,2bedroom,134366.67
2002,Alaska,3bedroom,189008.33
2002,Alaska,4bedroom,237200
2002,Alaska,5BedroomOrMore,307500
2002,Alaska,BottomTier,129791.67
2002,Alaska,CondoCoop,134425
2002,Alaska,MiddleTier,181341.67
2002,Alaska,House,191491.67
2002,Alaska,TopTier,258191.67
2002,Arizona,1bedroom,81608.33
2002,Arizona,2bedroom,116983.33
2002,Arizona,3bedroom,135416.67
2002,Arizona,4bedroom,181333.33
2002,Arizona,5BedroomOrMore,271058.33
2002,Arizona,BottomTier,93283.33
2002,Arizona,CondoCoop,103616.67
2002,Arizona,MiddleTier,140066.67
2002,Arizona,House,145650
2002,Arizona,TopTier,238875
2002,Arkansas,1bedroom,64891.67
2002,Arkansas,2bedroom,65850
2002,Arkansas,3bedroom,95750
2002,Arkansas,4bedroom,167033.33
2002,Arkansas,5BedroomOrMore,258658.33
2002,Arkansas,BottomTier,44891.67
2002,Arkansas,CondoCoop,93275
2002,Arkansas,MiddleTier,77408.33
2002,Arkansas,House,77341.67
2002,Arkansas,TopTier,142233.33
2002,California,1bedroom,180475
2002,California,2bedroom,224125
2002,California,3bedroom,263800
2002,California,4bedroom,346850
2002,California,5BedroomOrMore,463508.33
2002,California,BottomTier,154250
2002,California,CondoCoop,255391.67
2002,California,MiddleTier,280541.67
2002,California,House,286100
2002,California,TopTier,511191.67
2002,Colorado,1bedroom,130358.33
2002,Colorado,2bedroom,163691.67
2002,Colorado,3bedroom,201366.67
2002,Colorado,4bedroom,273450
2002,Colorado,5BedroomOrMore,324416.67
2002,Colorado,BottomTier,134475
2002,Colorado,CondoCoop,162425
2002,Colorado,MiddleTier,201633.33
2002,Colorado,House,209725
2002,Colorado,TopTier,337075
2002,Connecticut,1bedroom,97308.33
2002,Connecticut,2bedroom,143625
2002,Connecticut,3bedroom,194416.67
2002,Connecticut,4bedroom,308600
2002,Connecticut,5BedroomOrMore,501266.67
2002,Connecticut,BottomTier,123400
2002,Connecticut,CondoCoop,131375
2002,Connecticut,MiddleTier,199125
2002,Connecticut,House,214125
2002,Connecticut,TopTier,383725
2002,Delaware,1bedroom,101200
2002,Delaware,2bedroom,109516.67
2002,Delaware,3bedroom,138358.33
2002,Delaware,4bedroom,220675
2002,Delaware,5BedroomOrMore,262366.67
2002,Delaware,BottomTier,92733.33
2002,Delaware,CondoCoop,NaN
2002,Delaware,MiddleTier,143558.33
2002,Delaware,House,143291.67
2002,Delaware,TopTier,240516.67
2002,DistrictofColumbia,1bedroom,193941.67
2002,DistrictofColumbia,2bedroom,218408.33
2002,DistrictofColumbia,3bedroom,179316.67
2002,DistrictofColumbia,4bedroom,324875
2002,DistrictofColumbia,5BedroomOrMore,753566.67
2002,DistrictofColumbia,BottomTier,122400
2002,DistrictofColumbia,CondoCoop,197408.33
2002,DistrictofColumbia,MiddleTier,200991.67
2002,DistrictofColumbia,House,211383.33
2002,DistrictofColumbia,TopTier,479050
2002,Florida,1bedroom,65650
2002,Florida,2bedroom,94191.67
2002,Florida,3bedroom,130091.67
2002,Florida,4bedroom,192300
2002,Florida,5BedroomOrMore,305950
2002,Florida,BottomTier,73441.67
2002,Florida,CondoCoop,104433.33
2002,Florida,MiddleTier,127633.33
2002,Florida,House,134733.33
2002,Florida,TopTier,240583.33
2002,Georgia,1bedroom,129175
2002,Georgia,2bedroom,96158.33
2002,Georgia,3bedroom,126250
2002,Georgia,4bedroom,204608.33
2002,Georgia,5BedroomOrMore,299325
2002,Georgia,BottomTier,78666.67
2002,Georgia,CondoCoop,141658.33
2002,Georgia,MiddleTier,132425
2002,Georgia,House,131933.33
2002,Georgia,TopTier,234841.67
2002,Hawaii,1bedroom,151333.33
2002,Hawaii,2bedroom,197583.33
2002,Hawaii,3bedroom,259941.67
2002,Hawaii,4bedroom,340183.33
2002,Hawaii,5BedroomOrMore,388866.67
2002,Hawaii,BottomTier,128683.33
2002,Hawaii,CondoCoop,178783.33
2002,Hawaii,MiddleTier,256633.33
2002,Hawaii,House,302166.67
2002,Hawaii,TopTier,440533.33
2002,Idaho,1bedroom,85275
2002,Idaho,2bedroom,93991.67
2002,Idaho,3bedroom,120233.33
2002,Idaho,4bedroom,151175
2002,Idaho,5BedroomOrMore,184033.33
2002,Idaho,BottomTier,89400
2002,Idaho,CondoCoop,112450
2002,Idaho,MiddleTier,123733.33
2002,Idaho,House,124175
2002,Idaho,TopTier,197916.67
2002,Illinois,1bedroom,134583.33
2002,Illinois,2bedroom,127133.33
2002,Illinois,3bedroom,145e3
2002,Illinois,4bedroom,240016.67
2002,Illinois,5BedroomOrMore,312858.33
2002,Illinois,BottomTier,79750
2002,Illinois,CondoCoop,162608.33
2002,Illinois,MiddleTier,153358.33
2002,Illinois,House,149725
2002,Illinois,TopTier,277941.67
2002,Indiana,1bedroom,57591.67
2002,Indiana,2bedroom,70908.33
2002,Indiana,3bedroom,105216.67
2002,Indiana,4bedroom,150400
2002,Indiana,5BedroomOrMore,168016.67
2002,Indiana,BottomTier,64066.67
2002,Indiana,CondoCoop,114775
2002,Indiana,MiddleTier,101950
2002,Indiana,House,101358.33
2002,Indiana,TopTier,168300
2002,Iowa,1bedroom,70291.67
2002,Iowa,2bedroom,77650
2002,Iowa,3bedroom,98783.33
2002,Iowa,4bedroom,119650
2002,Iowa,5BedroomOrMore,NaN
2002,Iowa,BottomTier,63733.33
2002,Iowa,CondoCoop,106941.67
2002,Iowa,MiddleTier,82133.33
2002,Iowa,House,81350
2002,Iowa,TopTier,142741.67
2002,Kansas,1bedroom,NaN
2002,Kansas,2bedroom,NaN
2002,Kansas,3bedroom,101025
2002,Kansas,4bedroom,NaN
2002,Kansas,5BedroomOrMore,NaN
2002,Kansas,BottomTier,NaN
2002,Kansas,CondoCoop,104491.67
2002,Kansas,MiddleTier,NaN
2002,Kansas,House,NaN
2002,Kansas,TopTier,NaN
2002,Kentucky,1bedroom,70491.67
2002,Kentucky,2bedroom,84675
2002,Kentucky,3bedroom,107433.33
2002,Kentucky,4bedroom,172766.67
2002,Kentucky,5BedroomOrMore,204675
2002,Kentucky,BottomTier,62383.33
2002,Kentucky,CondoCoop,105533.33
2002,Kentucky,MiddleTier,101983.33
2002,Kentucky,House,101716.67
2002,Kentucky,TopTier,178825
2002,Louisiana,1bedroom,NaN
2002,Louisiana,2bedroom,NaN
2002,Louisiana,3bedroom,103758.33
2002,Louisiana,4bedroom,NaN
2002,Louisiana,5BedroomOrMore,NaN
2002,Louisiana,BottomTier,55441.67
2002,Louisiana,CondoCoop,NaN
2002,Louisiana,MiddleTier,NaN
2002,Louisiana,House,NaN
2002,Louisiana,TopTier,140908.33
2002,Maine,1bedroom,127409.09
2002,Maine,2bedroom,146166.67
2002,Maine,3bedroom,167600
2002,Maine,4bedroom,208050
2002,Maine,5BedroomOrMore,261041.67
2002,Maine,BottomTier,88916.67
2002,Maine,CondoCoop,156266.67
2002,Maine,MiddleTier,156800
2002,Maine,House,156791.67
2002,Maine,TopTier,279650
2002,Maryland,1bedroom,103091.67
2002,Maryland,2bedroom,118600
2002,Maryland,3bedroom,153566.67
2002,Maryland,4bedroom,239450
2002,Maryland,5BedroomOrMore,336975
2002,Maryland,BottomTier,91633.33
2002,Maryland,CondoCoop,142858.33
2002,Maryland,MiddleTier,166633.33
2002,Maryland,House,173566.67
2002,Maryland,TopTier,305700
2002,Massachusetts,1bedroom,177966.67
2002,Massachusetts,2bedroom,211566.67
2002,Massachusetts,3bedroom,263541.67
2002,Massachusetts,4bedroom,372266.67
2002,Massachusetts,5BedroomOrMore,496608.33
2002,Massachusetts,BottomTier,161225
2002,Massachusetts,CondoCoop,220500
2002,Massachusetts,MiddleTier,268450
2002,Massachusetts,House,277850
2002,Massachusetts,TopTier,446733.33
2002,Michigan,1bedroom,95725
2002,Michigan,2bedroom,114625
2002,Michigan,3bedroom,146733.33
2002,Michigan,4bedroom,245733.33
2002,Michigan,5BedroomOrMore,243325
2002,Michigan,BottomTier,73758.33
2002,Michigan,CondoCoop,165575
2002,Michigan,MiddleTier,128791.67
2002,Michigan,House,125900
2002,Michigan,TopTier,225291.67
2002,Minnesota,1bedroom,110258.33
2002,Minnesota,2bedroom,146941.67
2002,Minnesota,3bedroom,171683.33
2002,Minnesota,4bedroom,213283.33
2002,Minnesota,5BedroomOrMore,272200
2002,Minnesota,BottomTier,103375
2002,Minnesota,CondoCoop,154733.33
2002,Minnesota,MiddleTier,163850
2002,Minnesota,House,165300
2002,Minnesota,TopTier,259441.67
2002,Mississippi,1bedroom,NaN
2002,Mississippi,2bedroom,NaN
2002,Mississippi,3bedroom,83233.33
2002,Mississippi,4bedroom,149500
2002,Mississippi,5BedroomOrMore,152691.67
2002,Mississippi,BottomTier,44983.33
2002,Mississippi,CondoCoop,NaN
2002,Mississippi,MiddleTier,76866.67
2002,Mississippi,House,76833.33
2002,Mississippi,TopTier,137275
2002,Missouri,1bedroom,71566.67
2002,Missouri,2bedroom,90316.67
2002,Missouri,3bedroom,133908.33
2002,Missouri,4bedroom,218700
2002,Missouri,5BedroomOrMore,276166.67
2002,Missouri,BottomTier,76941.67
2002,Missouri,CondoCoop,115158.33
2002,Missouri,MiddleTier,124900
2002,Missouri,House,125675
2002,Missouri,TopTier,211608.33
2002,Montana,1bedroom,71258.33
2002,Montana,2bedroom,87416.67
2002,Montana,3bedroom,117266.67
2002,Montana,4bedroom,131191.67
2002,Montana,5BedroomOrMore,152158.33
2002,Montana,BottomTier,75858.33
2002,Montana,CondoCoop,101983.33
2002,Montana,MiddleTier,110116.67
2002,Montana,House,111108.33
2002,Montana,TopTier,164316.67
2002,Nebraska,1bedroom,71325
2002,Nebraska,2bedroom,81991.67
2002,Nebraska,3bedroom,114575
2002,Nebraska,4bedroom,170641.67
2002,Nebraska,5BedroomOrMore,143508.33
2002,Nebraska,BottomTier,66816.67
2002,Nebraska,CondoCoop,114108.33
2002,Nebraska,MiddleTier,108791.67
2002,Nebraska,House,108775
2002,Nebraska,TopTier,174691.67
2002,Nevada,1bedroom,NaN
2002,Nevada,2bedroom,117133.33
2002,Nevada,3bedroom,154041.67
2002,Nevada,4bedroom,195666.67
2002,Nevada,5BedroomOrMore,270283.33
2002,Nevada,BottomTier,111900
2002,Nevada,CondoCoop,105641.67
2002,Nevada,MiddleTier,159316.67
2002,Nevada,House,170500
2002,Nevada,TopTier,252050
2002,NewHampshire,1bedroom,92758.33
2002,NewHampshire,2bedroom,143750
2002,NewHampshire,3bedroom,193791.67
2002,NewHampshire,4bedroom,259491.67
2002,NewHampshire,5BedroomOrMore,284008.33
2002,NewHampshire,BottomTier,110591.67
2002,NewHampshire,CondoCoop,144508.33
2002,NewHampshire,MiddleTier,179783.33
2002,NewHampshire,House,191508.33
2002,NewHampshire,TopTier,286416.67
2002,NewJersey,1bedroom,134958.33
2002,NewJersey,2bedroom,166858.33
2002,NewJersey,3bedroom,203125
2002,NewJersey,4bedroom,294108.33
2002,NewJersey,5BedroomOrMore,381250
2002,NewJersey,BottomTier,125616.67
2002,NewJersey,CondoCoop,156575
2002,NewJersey,MiddleTier,221158.33
2002,NewJersey,House,226225
2002,NewJersey,TopTier,385466.67
2002,NewMexico,1bedroom,NaN
2002,NewMexico,2bedroom,106458.33
2002,NewMexico,3bedroom,130441.67
2002,NewMexico,4bedroom,175441.67
2002,NewMexico,5BedroomOrMore,225183.33
2002,NewMexico,BottomTier,104733.33
2002,NewMexico,CondoCoop,NaN
2002,NewMexico,MiddleTier,148483.33
2002,NewMexico,House,148991.67
2002,NewMexico,TopTier,222975
2002,NewYork,1bedroom,NaN
2002,NewYork,2bedroom,83400
2002,NewYork,3bedroom,101391.67
2002,NewYork,4bedroom,NaN
2002,NewYork,5BedroomOrMore,238608.33
2002,NewYork,BottomTier,70816.67
2002,NewYork,CondoCoop,NaN
2002,NewYork,MiddleTier,NaN
2002,NewYork,House,NaN
2002,NewYork,TopTier,NaN
2002,NorthCarolina,1bedroom,79566.67
2002,NorthCarolina,2bedroom,83200
2002,NorthCarolina,3bedroom,121275
2002,NorthCarolina,4bedroom,203091.67
2002,NorthCarolina,5BedroomOrMore,257400
2002,NorthCarolina,BottomTier,71316.67
2002,NorthCarolina,CondoCoop,115175
2002,NorthCarolina,MiddleTier,122675
2002,NorthCarolina,House,123241.67
2002,NorthCarolina,TopTier,220275
2002,Ohio,1bedroom,63883.33
2002,Ohio,2bedroom,81491.67
2002,Ohio,3bedroom,113241.67
2002,Ohio,4bedroom,176033.33
2002,Ohio,5BedroomOrMore,194191.67
2002,Ohio,BottomTier,68750
2002,Ohio,CondoCoop,104983.33
2002,Ohio,MiddleTier,113625
2002,Ohio,House,114200
2002,Ohio,TopTier,190175
2002,Oklahoma,1bedroom,35541.67
2002,Oklahoma,2bedroom,40483.33
2002,Oklahoma,3bedroom,75458.33
2002,Oklahoma,4bedroom,135383.33
2002,Oklahoma,5BedroomOrMore,160450
2002,Oklahoma,BottomTier,39766.67
2002,Oklahoma,CondoCoop,53991.67
2002,Oklahoma,MiddleTier,72341.67
2002,Oklahoma,House,72608.33
2002,Oklahoma,TopTier,133208.33
2002,Oregon,1bedroom,112958.33
2002,Oregon,2bedroom,128033.33
2002,Oregon,3bedroom,158383.33
2002,Oregon,4bedroom,211266.67
2002,Oregon,5BedroomOrMore,245750
2002,Oregon,BottomTier,110108.33
2002,Oregon,CondoCoop,144033.33
2002,Oregon,MiddleTier,160183.33
2002,Oregon,House,160983.33
2002,Oregon,TopTier,258100
2002,Pennsylvania,1bedroom,73683.33
2002,Pennsylvania,2bedroom,84333.33
2002,Pennsylvania,3bedroom,106141.67
2002,Pennsylvania,4bedroom,196133.33
2002,Pennsylvania,5BedroomOrMore,188900
2002,Pennsylvania,BottomTier,55741.67
2002,Pennsylvania,CondoCoop,64375
2002,Pennsylvania,MiddleTier,105158.33
2002,Pennsylvania,House,112808.33
2002,Pennsylvania,TopTier,198100
2002,RhodeIsland,1bedroom,125075
2002,RhodeIsland,2bedroom,155333.33
2002,RhodeIsland,3bedroom,184541.67
2002,RhodeIsland,4bedroom,265958.33
2002,RhodeIsland,5BedroomOrMore,346950
2002,RhodeIsland,BottomTier,133658.33
2002,RhodeIsland,CondoCoop,155716.67
2002,RhodeIsland,MiddleTier,182650
2002,RhodeIsland,House,185775
2002,RhodeIsland,TopTier,310091.67
2002,SouthCarolina,1bedroom,81591.67
2002,SouthCarolina,2bedroom,81450
2002,SouthCarolina,3bedroom,115841.67
2002,SouthCarolina,4bedroom,185383.33
2002,SouthCarolina,5BedroomOrMore,NaN
2002,SouthCarolina,BottomTier,58308.33
2002,SouthCarolina,CondoCoop,117050
2002,SouthCarolina,MiddleTier,106375
2002,SouthCarolina,House,105275
2002,SouthCarolina,TopTier,203250
2002,SouthDakota,1bedroom,67766.67
2002,SouthDakota,2bedroom,94016.67
2002,SouthDakota,3bedroom,113908.33
2002,SouthDakota,4bedroom,135091.67
2002,SouthDakota,5BedroomOrMore,169983.33
2002,SouthDakota,BottomTier,79841.67
2002,SouthDakota,CondoCoop,119758.33
2002,SouthDakota,MiddleTier,114791.67
2002,SouthDakota,House,114716.67
2002,SouthDakota,TopTier,170341.67
2002,Tennessee,1bedroom,71108.33
2002,Tennessee,2bedroom,69666.67
2002,Tennessee,3bedroom,108150
2002,Tennessee,4bedroom,186950
2002,Tennessee,5BedroomOrMore,274250
2002,Tennessee,BottomTier,50575
2002,Tennessee,CondoCoop,114283.33
2002,Tennessee,MiddleTier,92708.33
2002,Tennessee,House,91591.67
2002,Tennessee,TopTier,177391.67
2002,Texas,1bedroom,NaN
2002,Texas,2bedroom,NaN
2002,Texas,3bedroom,96725
2002,Texas,4bedroom,158808.33
2002,Texas,5BedroomOrMore,NaN
2002,Texas,BottomTier,NaN
2002,Texas,CondoCoop,NaN
2002,Texas,MiddleTier,102783.33
2002,Texas,House,103608.33
2002,Texas,TopTier,183841.67
2002,Utah,1bedroom,NaN
2002,Utah,2bedroom,128800
2002,Utah,3bedroom,159008.33
2002,Utah,4bedroom,177841.67
2002,Utah,5BedroomOrMore,220275
2002,Utah,BottomTier,125800
2002,Utah,CondoCoop,141816.67
2002,Utah,MiddleTier,165258.33
2002,Utah,House,169325
2002,Utah,TopTier,253775
2002,Vermont,1bedroom,120516.67
2002,Vermont,2bedroom,133450
2002,Vermont,3bedroom,157975
2002,Vermont,4bedroom,193391.67
2002,Vermont,5BedroomOrMore,215516.67
2002,Vermont,BottomTier,NaN
2002,Vermont,CondoCoop,141008.33
2002,Vermont,MiddleTier,NaN
2002,Vermont,House,NaN
2002,Vermont,TopTier,216616.67
2002,Virginia,1bedroom,115108.33
2002,Virginia,2bedroom,103433.33
2002,Virginia,3bedroom,137641.67
2002,Virginia,4bedroom,242408.33
2002,Virginia,5BedroomOrMore,347433.33
2002,Virginia,BottomTier,84858.33
2002,Virginia,CondoCoop,173341.67
2002,Virginia,MiddleTier,152816.67
2002,Virginia,House,148475
2002,Virginia,TopTier,314850
2002,Washington,1bedroom,132158.33
2002,Washington,2bedroom,149683.33
2002,Washington,3bedroom,185491.67
2002,Washington,4bedroom,248783.33
2002,Washington,5BedroomOrMore,288325
2002,Washington,BottomTier,113191.67
2002,Washington,CondoCoop,164616.67
2002,Washington,MiddleTier,184433.33
2002,Washington,House,186766.67
2002,Washington,TopTier,312358.33
2002,WestVirginia,1bedroom,NaN
2002,WestVirginia,2bedroom,NaN
2002,WestVirginia,3bedroom,66233.33
2002,WestVirginia,4bedroom,89316.67
2002,WestVirginia,5BedroomOrMore,98950
2002,WestVirginia,BottomTier,NaN
2002,WestVirginia,CondoCoop,77975
2002,WestVirginia,MiddleTier,51116.67
2002,WestVirginia,House,50925
2002,WestVirginia,TopTier,99075
2002,Wisconsin,1bedroom,94991.67
2002,Wisconsin,2bedroom,104375
2002,Wisconsin,3bedroom,131350
2002,Wisconsin,4bedroom,165083.33
2002,Wisconsin,5BedroomOrMore,189916.67
2002,Wisconsin,BottomTier,85800
2002,Wisconsin,CondoCoop,128958.33
2002,Wisconsin,MiddleTier,129625
2002,Wisconsin,House,129766.67
2002,Wisconsin,TopTier,208516.67
2002,Wyoming,1bedroom,NaN
2002,Wyoming,2bedroom,NaN
2002,Wyoming,3bedroom,NaN
2002,Wyoming,4bedroom,134300
2002,Wyoming,5BedroomOrMore,NaN
2002,Wyoming,BottomTier,89758.33
2002,Wyoming,CondoCoop,114208.33
2002,Wyoming,MiddleTier,123200
2002,Wyoming,House,123325
2002,Wyoming,TopTier,NaN
2003,Alabama,1bedroom,73541.67
2003,Alabama,2bedroom,62641.67
2003,Alabama,3bedroom,102400
2003,Alabama,4bedroom,189316.67
2003,Alabama,5BedroomOrMore,272708.33
2003,Alabama,BottomTier,52508.33
2003,Alabama,CondoCoop,125200
2003,Alabama,MiddleTier,99858.33
2003,Alabama,House,99191.67
2003,Alabama,TopTier,176816.67
2003,Alaska,1bedroom,105408.33
2003,Alaska,2bedroom,143875
2003,Alaska,3bedroom,198658.33
2003,Alaska,4bedroom,253983.33
2003,Alaska,5BedroomOrMore,323933.33
2003,Alaska,BottomTier,135250
2003,Alaska,CondoCoop,143991.67
2003,Alaska,MiddleTier,191516.67
2003,Alaska,House,201366.67
2003,Alaska,TopTier,274800
2003,Arizona,1bedroom,85916.67
2003,Arizona,2bedroom,125825
2003,Arizona,3bedroom,145300
2003,Arizona,4bedroom,195108.33
2003,Arizona,5BedroomOrMore,290250
2003,Arizona,BottomTier,100041.67
2003,Arizona,CondoCoop,110266.67
2003,Arizona,MiddleTier,149425
2003,Arizona,House,155333.33
2003,Arizona,TopTier,255841.67
2003,Arkansas,1bedroom,67950
2003,Arkansas,2bedroom,69200
2003,Arkansas,3bedroom,101175
2003,Arkansas,4bedroom,175908.33
2003,Arkansas,5BedroomOrMore,274700
2003,Arkansas,BottomTier,47258.33
2003,Arkansas,CondoCoop,98916.67
2003,Arkansas,MiddleTier,82e3
2003,Arkansas,House,81966.67
2003,Arkansas,TopTier,150150
2003,California,1bedroom,214083.33
2003,California,2bedroom,267208.33
2003,California,3bedroom,313500
